,Unnamed: 0,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won
5620,6765,Sergi García,es ESP,MF,Alavés,es La Liga,21,1999,0.2,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
5621,6766,Unai García,es ESP,DF,Osasuna,es La Liga,28,1992,13.8,3,0,0,14,4,0,4,14,9,0.0,0.0,1,77.0,22.0,30.0,42.3
5622,6767,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,29,1990,20.6,3,1,0,20,10,0,37,30,34,1.0,1.0,0,61.0,34.0,35.0,49.3
5623,6769,Dwight Gayle,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,29,1990,5.7,0,0,0,6,6,3,5,1,0,0.0,0.0,0,9.0,11.0,16.0,40.7
5624,6771,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,24,1995,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0
5625,6772,Yann Gboho,fr FRA,"MF,FW",Rennes,fr Ligue 1,19,2001,3.4,0,0,0,8,6,1,3,1,3,0.0,0.0,0,15.0,4.0,5.0,44.4
5626,6774,Christian Gebauer,at AUT,"MF,FW",Arminia,de Bundesliga,26,1993,7.6,0,0,0,7,9,0,9,6,4,0.0,1.0,0,40.0,8.0,15.0,34.8
5627,6775,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,33,1986,33.7,3,0,0,26,43,6,58,58,35,0.0,0.0,0,129.0,62.0,60.0,50.8
5628,6776,Emrehan Gedikli,de GER,FW,Leverkusen,de Bundesliga,17,2003,0.3,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
5629,6777,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,22,1998,7.3,4,1,0,15,9,0,33,3,10,0.0,1.0,0,34.0,1.0,7.0,12.5
5630,6778,Christian Gentner,de GER,MF,Union Berlin,de Bundesliga,34,1985,11.5,0,0,0,8,15,2,10,17,8,0.0,0.0,0,53.0,4.0,10.0,28.6
5631,6779,Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,de Bundesliga,26,1994,21.5,3,0,0,36,26,5,39,21,32,0.0,0.0,0,109.0,31.0,43.0,41.9
5632,6780,Valère Germain,fr FRA,"FW,MF",Marseille,fr Ligue 1,30,1990,9.5,1,0,0,9,20,2,8,11,6,0.0,0.0,0,34.0,44.0,46.0,48.9
5633,6781,Gervinho,ci CIV,FW,Parma,it Serie A,33,1987,22.5,0,0,0,8,11,20,12,10,1,0.0,0.0,0,70.0,0.0,2.0,0.0
5634,6782,Willem Geubbels,fr FRA,"MF,FW",Monaco,fr Ligue 1,18,2001,3.3,3,1,0,10,2,2,6,3,8,0.0,0.0,0,19.0,12.0,7.0,63.2
5635,6783,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,de Bundesliga,29,1990,0.5,0,0,0,1,3,0,0,0,0,0.0,0.0,0,5.0,1.0,1.0,50.0
5636,6784,Anwar El Ghazi,nl NED,FW,Aston Villa,eng Premier League,25,1995,17.9,2,0,0,18,28,5,87,6,13,0.0,0.0,0,67.0,28.0,49.0,36.4
5637,6785,Paolo Ghiglione,it ITA,"DF,MF",Genoa,it Serie A,23,1997,15.1,4,0,0,18,13,3,85,13,15,0.0,0.0,0,60.0,15.0,18.0,45.5
5638,6786,Faouzi Ghoulam,dz ALG,"DF,FW",Napoli,it Serie A,29,1991,3.2,1,0,0,2,7,1,29,3,5,0.0,0.0,0,17.0,7.0,1.0,87.5
5639,6787,Kieran Gibbs,eng ENG,DF,West Brom,eng Premier League,30,1989,9.0,1,1,0,6,2,0,11,16,11,0.0,0.0,0,47.0,9.0,16.0,36.0
5640,6788,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,eng Premier League,20,2000,4.6,1,0,0,5,10,1,11,3,7,0.0,0.0,0,27.0,2.0,7.0,22.2
5641,6789,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,28,1991,4.8,3,0,0,4,10,1,24,8,9,0.0,0.0,0,23.0,9.0,12.0,42.9
5642,6794,Billy Gilmour,sct SCO,MF,Chelsea,eng Premier League,19,2001,2.9,0,0,0,2,2,0,2,3,2,0.0,1.0,0,11.0,2.0,2.0,50.0
5643,6795,Álvaro Giménez,es ESP,FW,Cádiz,es La Liga,29,1991,4.5,0,0,0,8,6,4,0,2,2,0.0,0.0,0,8.0,21.0,28.0,42.9
5644,6796,Daniel Ginczek,de GER,"FW,MF",Wolfsburg,de Bundesliga,29,1991,2.4,0,0,0,2,1,1,2,1,2,0.0,0.0,0,8.0,13.0,12.0,52.0
5645,6797,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,26,1994,34.0,2,0,0,9,35,1,26,51,16,0.0,0.0,0,185.0,90.0,51.0,63.8
5646,6798,Andrei Girotto,br BRA,"DF,MF",Nantes,fr Ligue 1,28,1992,29.6,3,1,0,32,25,0,9,59,41,0.0,1.0,0,136.0,85.0,52.0,62.0
5647,6799,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,33,1986,8.3,1,0,0,15,6,6,2,5,2,0.0,0.0,0,22.0,23.0,33.0,41.1
5648,6800,Robert Glatzel,de GER,FW,Mainz 05,de Bundesliga,26,1994,4.0,0,0,0,15,7,1,1,0,0,0.0,0.0,0,23.0,16.0,32.0,33.3
5649,6801,Kamil Glik,pl POL,DF,Benevento,it Serie A,32,1988,35.6,10,1,1,32,21,0,1,62,24,0.0,0.0,1,137.0,87.0,55.0,61.3
5650,6802,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,25,1995,18.3,4,0,0,21,22,6,68,26,19,1.0,0.0,0,91.0,8.0,18.0,30.8
5651,6803,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,22,1998,29.8,4,0,0,15,17,4,6,33,33,0.0,1.0,1,136.0,57.0,32.0,64.0
5652,6804,Diego Godín,uy URU,DF,Cagliari,it Serie A,34,1986,27.9,3,0,0,31,28,2,2,56,32,0.0,0.0,0,154.0,68.0,42.0,61.8
5653,6805,Akaki Gogia,de GER,"FW,MF",Union Berlin,de Bundesliga,28,1992,1.6,1,0,0,6,4,0,0,1,0,1.0,0.0,0,9.0,1.0,2.0,33.3
5654,6806,Amer Gojak,ba BIH,"MF,FW",Torino,it Serie A,23,1997,5.3,1,0,0,12,9,3,36,3,0,0.0,0.0,0,21.0,1.0,10.0,9.1
5655,6807,Edoardo Goldaniga,it ITA,DF,Genoa,it Serie A,26,1993,20.6,8,0,0,30,24,1,33,38,18,0.0,0.0,0,75.0,25.0,36.0,41.0
5656,6808,Vladimir Golemić,si SVN,DF,Crotone,it Serie A,29,1991,26.0,4,1,0,30,8,0,2,40,16,0.0,2.0,0,112.0,45.0,42.0,51.7
5657,6810,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,24,1996,11.9,2,0,0,19,13,3,102,11,16,0.0,0.0,0,89.0,11.0,16.0,40.7
5658,6811,Tomislav Gomelt,hr CRO,MF,Crotone,it Serie A,25,1995,0.2,0,0,0,0,0,0,0,1,1,0.0,0.0,0,1.0,0.0,0.0,0.0
5659,6812,André Gomes,pt POR,MF,Everton,eng Premier League,27,1993,17.4,3,0,0,35,14,2,23,10,23,0.0,1.0,0,126.0,19.0,14.0,57.6
5660,6813,Dani Gómez,es ESP,FW,Levante,es La Liga,22,1998,18.5,3,0,0,30,38,12,15,2,3,1.0,0.0,0,44.0,12.0,46.0,20.7
5661,6814,Ibai Gómez,es ESP,MF,Athletic Club,es La Liga,30,1989,4.7,0,0,0,2,1,1,25,2,4,0.0,0.0,0,19.0,6.0,7.0,46.2
5662,6815,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,23,1997,6.6,0,0,0,6,6,0,0,4,2,0.0,1.0,0,35.0,21.0,18.0,53.8
5663,6816,Maxi Gómez,uy URU,FW,Valencia,es La Liga,23,1996,29.9,7,1,1,53,70,32,13,2,9,4.0,0.0,0,57.0,115.0,101.0,53.2
5664,6817,Moi Gómez,es ESP,"MF,FW",Villarreal,es La Liga,26,1994,28.5,1,0,0,20,32,9,72,11,12,0.0,1.0,0,162.0,7.0,35.0,16.7
5665,6820,Sergi Gómez,es ESP,DF,Sevilla,es La Liga,28,1992,8.0,2,0,0,1,1,0,0,6,3,0.0,0.0,0,25.0,20.0,24.0,45.5
5666,6821,Sergio Gómez,es ESP,"MF,FW",Huesca,es La Liga,19,2000,8.8,1,0,0,7,9,1,71,14,10,0.0,0.0,0,47.0,0.0,7.0,0.0
5667,6824,Maxime Gonalons,fr FRA,MF,Granada,es La Liga,31,1989,16.4,7,1,0,30,27,2,6,25,37,0.0,1.0,0,129.0,34.0,21.0,61.8
5668,6825,Vagner Gonçalves,cv CPV,"FW,MF",Metz,fr Ligue 1,24,1996,10.7,3,0,0,25,28,9,18,4,9,1.0,0.0,0,46.0,8.0,39.0,17.0
5669,6826,Álvaro González,es ESP,DF,Marseille,fr Ligue 1,30,1990,31.5,14,0,0,31,30,2,0,33,17,1.0,1.0,0,137.0,46.0,38.0,54.8
5670,6827,Bruno González,es ESP,DF,Valladolid,es La Liga,30,1990,25.1,8,0,0,31,16,0,1,37,17,0.0,0.0,0,97.0,54.0,31.0,63.5
5671,6828,Diego González,es ESP,DF,Elche,es La Liga,25,1995,14.2,5,0,0,19,3,0,0,20,7,0.0,0.0,1,70.0,31.0,21.0,59.6
5672,6829,Nicolás González,ar ARG,"FW,MF",Stuttgart,de Bundesliga,22,1998,10.4,5,0,0,13,33,7,11,4,5,1.0,0.0,0,24.0,31.0,25.0,55.4
5673,6830,Sergio González,es ESP,"MF,DF",Cádiz,es La Liga,23,1997,1.0,0,0,0,1,1,0,0,2,0,0.0,0.0,0,9.0,2.0,2.0,50.0
5674,6831,Urko González,es ESP,MF,Real Sociedad,es La Liga,19,2001,0.5,1,0,0,4,1,0,0,0,0,0.0,0.0,0,4.0,0.0,1.0,0.0
5675,6832,Anthony Gordon,eng ENG,"FW,MF",Everton,eng Premier League,19,2001,1.0,0,0,0,0,2,1,1,1,3,0.0,0.0,0,6.0,1.0,1.0,50.0
5676,6833,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,25,1995,18.9,2,0,0,26,17,0,11,44,23,0.0,0.0,0,165.0,32.0,17.0,65.3
5677,6834,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,23,1996,26.5,3,0,0,36,29,0,74,23,43,0.0,1.0,0,134.0,21.0,22.0,48.8
5678,6835,Robin Gosens,de GER,DF,Atalanta,it Serie A,26,1994,28.0,9,1,1,50,26,9,62,41,35,0.0,2.0,1,167.0,36.0,20.0,64.3
5679,6836,Amine Gouiri,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2000,30.5,5,0,0,45,36,8,88,17,18,1.0,0.0,0,103.0,20.0,29.0,40.8
5680,6837,Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,16,2003,14.7,8,0,0,35,28,0,3,24,22,0.0,0.0,0,113.0,14.0,12.0,53.8
5681,6838,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,29,1991,31.5,9,0,0,26,7,3,11,69,20,0.0,0.0,1,195.0,52.0,55.0,48.6
5682,6839,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,27,1992,31.4,9,1,1,51,62,0,4,56,39,0.0,2.0,0,149.0,55.0,54.0,50.5
5683,6840,Karlan Grant,eng ENG,"FW,MF",West Brom,eng Premier League,22,1997,12.5,1,0,0,9,13,6,14,5,3,0.0,0.0,0,27.0,14.0,59.0,19.2
5684,6841,Alberto Grassi,it ITA,"MF,DF",Parma,it Serie A,25,1995,13.1,3,0,0,16,27,1,11,26,11,0.0,0.0,1,63.0,13.0,9.0,59.1
5685,6842,Andrew Gravillon,gp GLP,DF,Lorient,fr Ligue 1,22,1998,25.2,3,1,0,18,36,0,9,59,17,0.0,2.0,1,140.0,53.0,51.0,51.0
5686,6845,Adrian Grbić,at AUT,FW,Lorient,fr Ligue 1,23,1996,10.7,2,0,0,23,18,1,5,5,4,2.0,0.0,0,32.0,28.0,41.0,40.6
5687,6846,Jack Grealish,eng ENG,"FW,MF",Aston Villa,eng Premier League,24,1995,24.3,6,0,0,40,110,7,76,12,14,2.0,0.0,0,125.0,25.0,27.0,48.1
5688,6848,Mason Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,18,2001,20.2,2,0,0,17,20,4,30,5,10,0.0,0.0,0,79.0,6.0,14.0,30.0
5689,6849,Michael Gregoritsch,at AUT,"FW,MF",Augsburg,de Bundesliga,26,1994,9.3,1,0,0,12,15,4,15,3,10,0.0,0.0,0,37.0,26.0,38.0,40.6
5690,6850,Clément Grenier,fr FRA,"MF,FW",Rennes,fr Ligue 1,29,1991,12.0,3,0,0,28,15,0,56,5,8,0.0,0.0,0,63.0,8.0,12.0,40.0
5691,6851,Sebastian Griesbeck,de GER,MF,Union Berlin,de Bundesliga,29,1990,9.9,3,0,0,16,7,3,4,5,9,1.0,0.0,0,46.0,15.0,20.0,42.9
5692,6852,Antoine Griezmann,fr FRA,"FW,MF",Barcelona,es La Liga,29,1991,28.9,4,0,0,13,34,13,22,12,22,2.0,0.0,0,100.0,18.0,17.0,51.4
5693,6853,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,27,1993,25.7,2,0,0,11,18,2,134,27,7,0.0,0.0,0,135.0,12.0,13.0,48.0
5694,6855,Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,de Bundesliga,24,1995,20.9,6,1,1,30,30,0,12,51,21,1.0,1.0,0,181.0,30.0,30.0,50.0
5695,6856,Christian Groß,de GER,"MF,DF",Werder Bremen,de Bundesliga,31,1989,16.3,8,1,1,25,16,0,2,24,28,0.0,0.0,0,121.0,16.0,15.0,51.6
5696,6857,Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,29,1991,27.6,3,0,0,19,16,5,219,23,24,1.0,0.0,0,149.0,22.0,43.0,33.8
5697,6858,Kamil Grosicki,pl POL,"MF,FW",West Brom,eng Premier League,32,1988,1.6,0,0,0,1,0,0,5,2,1,0.0,0.0,0,6.0,0.0,2.0,0.0
5698,6859,Ilia Gruev,bg BUL,FW,Werder Bremen,de Bundesliga,20,2000,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
5699,6860,Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,25,1995,23.2,4,0,0,35,12,0,2,35,32,0.0,0.0,0,154.0,6.0,24.0,20.0
5700,6862,Andrés Guardado,mx MEX,MF,Betis,es La Liga,33,1986,14.6,4,0,0,21,10,0,7,18,12,0.0,0.0,0,118.0,23.0,23.0,50.0
5701,6863,Sergi Guardiola,es ESP,FW,Valladolid,es La Liga,29,1991,19.9,5,0,0,39,40,12,29,7,5,1.0,0.0,0,59.0,57.0,95.0,37.5
5702,6864,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,es La Liga,28,1991,11.6,8,0,0,21,9,0,2,24,12,0.0,0.0,0,48.0,14.0,19.0,42.4
5703,6865,Gonçalo Guedes,pt POR,"MF,FW",Valencia,es La Liga,23,1996,25.4,3,1,0,29,68,4,48,8,12,0.0,0.0,0,94.0,8.0,17.0,32.0
5704,6866,Mattéo Guendouzi,fr FRA,MF,Hertha BSC,de Bundesliga,21,1999,20.2,5,0,0,23,47,0,10,21,13,2.0,0.0,0,121.0,14.0,15.0,48.3
5705,6867,Raphaël Guerreiro,pt POR,DF,Dortmund,de Bundesliga,26,1993,24.6,1,0,0,10,12,2,70,28,13,0.0,0.0,0,174.0,6.0,17.0,26.1
5706,6868,Evann Guessand,fr FRA,FW,Nice,fr Ligue 1,19,2001,0.3,0,0,0,0,0,0,0,1,0,0.0,0.0,0,1.0,1.0,2.0,33.3
5707,6869,Kelyan Guessoum,fr FRA,DF,Nîmes,fr Ligue 1,21,1999,12.5,2,0,0,6,13,0,0,24,7,1.0,0.0,0,36.0,16.0,12.0,57.1
5708,6870,Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,23,1997,23.1,5,0,0,30,14,0,3,25,23,0.0,0.0,0,170.0,26.0,26.0,50.0
5709,6871,Lamine Gueye,sn SEN,"FW,MF",Metz,fr Ligue 1,22,1998,16.2,1,0,0,12,37,9,69,21,9,0.0,0.0,0,67.0,26.0,42.0,38.2
5710,6872,Pape Gueye,sn SEN,MF,Marseille,fr Ligue 1,21,1999,22.9,11,1,1,47,46,0,9,47,21,0.0,0.0,0,162.0,46.0,39.0,54.1
5711,6873,John Guidetti,se SWE,FW,Alavés,es La Liga,28,1992,2.3,1,0,0,7,2,1,6,1,2,0.0,0.0,0,7.0,4.0,4.0,50.0
5712,6874,Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,de Bundesliga,29,1990,8.3,3,0,0,16,4,0,2,29,9,0.0,0.0,0,66.0,22.0,13.0,62.9
5713,6875,Frederic Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,25,1994,12.4,2,1,0,18,13,0,67,33,19,0.0,0.0,0,83.0,16.0,18.0,47.1
5714,6876,Hugo Guillamón,es ESP,DF,Valencia,es La Liga,20,2000,22.1,8,0,0,33,28,1,1,27,13,0.0,1.0,1,124.0,51.0,43.0,54.3
5715,6877,Bruno Guimarães,br BRA,MF,Lyon,fr Ligue 1,22,1997,19.5,6,0,0,33,37,0,18,14,34,1.0,0.0,0,142.0,9.0,7.0,56.3
5716,6878,Sehrou Guirassy,gn GUI,FW,Rennes,fr Ligue 1,24,1996,19.6,3,0,0,38,55,6,4,5,1,1.0,0.0,0,37.0,69.0,56.0,55.2
5717,6880,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,29,1991,21.7,3,0,0,17,20,2,3,37,15,0.0,0.0,0,97.0,47.0,36.0,56.6
5718,6881,Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,22,1998,15.3,4,0,0,21,19,1,31,18,15,0.0,0.0,0,76.0,18.0,18.0,50.0
5719,6882,İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,29,1990,22.5,1,0,0,8,26,1,30,20,15,1.0,0.0,0,132.0,11.0,13.0,45.8
5720,6883,Christian Günter,de GER,"DF,MF",Freiburg,de Bundesliga,27,1993,34.0,2,0,0,31,18,2,213,29,19,0.0,0.0,0,131.0,14.0,16.0,46.7
5721,6884,Koray Günter,de GER,DF,Hellas Verona,it Serie A,25,1994,19.6,4,0,0,31,11,0,3,70,10,0.0,1.0,0,124.0,73.0,53.0,57.9
5722,6885,Jon Guridi,es ESP,MF,Real Sociedad,es La Liga,25,1995,9.2,2,0,0,11,14,0,1,10,9,1.0,0.0,0,42.0,13.0,18.0,41.9
5723,6886,Malo Gusto,fr FRA,"DF,MF",Lyon,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
5724,6887,Raúl Guti,es ESP,MF,Elche,es La Liga,23,1996,31.8,4,1,0,33,53,1,13,49,28,0.0,0.0,0,185.0,14.0,19.0,42.4
5725,6888,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,es La Liga,29,1991,20.3,2,1,0,11,5,0,0,22,15,0.0,1.0,0,75.0,34.0,24.0,58.6
5726,6889,Miguel Gutiérrez,es ESP,DF,Real Madrid,es La Liga,19,2001,3.5,0,0,0,6,7,1,19,5,0,0.0,0.0,0,23.0,6.0,4.0,60.0
5727,6890,Manu Gyabuaa,it ITA,MF,Atalanta,it Serie A,18,2001,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
5728,6891,Emmanuel Gyasi,gh GHA,FW,Spezia,it Serie A,26,1994,31.7,4,0,0,65,52,28,30,14,16,1.0,0.0,0,134.0,27.0,51.0,34.6
5729,6892,Erling Haaland,no NOR,FW,Dortmund,de Bundesliga,20,2000,26.7,2,0,0,20,22,16,6,4,2,0.0,0.0,0,55.0,37.0,34.0,52.1
5730,6893,Janik Haberer,de GER,"MF,FW",Freiburg,de Bundesliga,26,1994,5.4,0,0,0,16,6,1,7,7,4,0.0,2.0,0,48.0,6.0,15.0,28.6
5731,6894,Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,26,1993,15.2,2,0,0,14,13,0,4,41,21,0.0,1.0,0,106.0,46.0,30.0,60.5
5732,6895,Antwoine Hackford,eng ENG,DF,Sheffield Utd,eng Premier League,16,2004,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0
5733,6896,Munir El Haddadi,ma MAR,FW,Sevilla,es La Liga,24,1995,9.4,2,0,0,22,28,7,17,5,8,0.0,0.0,0,55.0,8.0,15.0,34.8
5734,6897,André Hahn,de GER,"FW,MF",Augsburg,de Bundesliga,29,1990,22.6,4,0,0,33,27,14,28,14,17,1.0,0.0,0,65.0,68.0,111.0,38.0
5735,6898,Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,de Bundesliga,22,1998,21.2,4,0,0,23,17,5,29,30,28,1.0,0.0,0,138.0,34.0,39.0,46.6
5736,6899,Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,27,1992,23.7,6,0,0,33,35,2,44,35,32,1.0,0.0,0,119.0,42.0,27.0,60.9
5737,6900,Achraf Hakimi,ma MAR,DF,Inter,it Serie A,21,1998,29.6,6,0,0,31,36,7,115,22,32,2.0,0.0,0,124.0,16.0,28.0,36.4
5738,6901,Sébastien Haller,ci CIV,FW,West Ham,eng Premier League,26,1994,10.4,0,0,0,24,15,10,2,5,9,0.0,0.0,0,24.0,67.0,69.0,49.3
5739,6902,Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,28,1991,18.3,2,0,0,17,9,4,39,16,18,0.0,0.0,0,134.0,43.0,17.0,71.7
5740,6903,Pierre-Yves Hamel,fr FRA,FW,Lorient,fr Ligue 1,26,1994,9.4,5,0,0,22,8,3,3,10,8,0.0,0.0,0,20.0,35.0,43.0,44.9
5741,6904,Romain Hamouma,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,33,1987,19.7,5,0,0,31,36,9,96,7,7,1.0,0.0,0,69.0,18.0,47.0,27.7
5742,6906,Lukáš Haraslín,sk SVK,"FW,MF",Sassuolo,it Serie A,24,1996,3.7,1,1,0,7,18,2,19,0,4,1.0,1.0,0,21.0,2.0,1.0,66.7
5743,6907,Amine Harit,ma MAR,"MF,FW",Schalke 04,de Bundesliga,23,1997,23.3,4,0,0,28,79,7,71,17,13,2.0,0.0,0,99.0,6.0,22.0,21.4
5744,6908,Rekeem Harper,eng ENG,MF,West Brom,eng Premier League,20,2000,0.4,0,0,0,1,0,0,0,1,0,0.0,0.0,0,2.0,1.0,0.0,100.0
5745,6909,Jack Harrison,eng ENG,"MF,FW",Leeds United,eng Premier League,23,1996,31.6,2,0,0,28,23,12,167,15,38,0.0,0.0,0,153.0,26.0,40.0,39.4
5746,6910,Marcel Hartel,de GER,MF,Arminia,de Bundesliga,24,1996,18.7,1,0,0,5,15,5,61,26,19,0.0,0.0,0,117.0,11.0,19.0,36.7
5747,6911,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,de Bundesliga,36,1984,25.4,5,0,0,22,36,0,2,31,29,0.0,0.0,0,199.0,31.0,28.0,52.5
5748,6912,Hans Hateboer,nl NED,DF,Atalanta,it Serie A,26,1994,19.6,3,0,0,20,8,3,24,17,17,0.0,1.0,0,65.0,23.0,20.0,53.5
5749,6913,Kortney Hause,eng ENG,DF,Aston Villa,eng Premier League,25,1995,7.0,2,0,0,5,3,0,0,8,2,0.0,0.0,0,33.0,39.0,17.0,69.6
5750,6914,Kai Havertz,de GER,"MF,FW",Chelsea,eng Premier League,21,1999,16.9,2,0,0,27,15,7,11,4,9,2.0,0.0,0,71.0,28.0,32.0,46.7
5751,6915,Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,eng Premier League,25,1995,21.6,8,0,0,38,17,1,19,43,29,0.0,0.0,0,116.0,56.0,34.0,62.2
5752,6916,Eden Hazard,be BEL,"FW,MF",Real Madrid,es La Liga,29,1991,5.9,0,0,0,2,19,3,3,3,2,0.0,0.0,0,18.0,2.0,7.0,22.2
5753,6917,Thorgan Hazard,be BEL,"MF,FW",Dortmund,de Bundesliga,27,1993,7.3,0,0,0,6,7,6,29,10,2,0.0,1.0,0,44.0,1.0,10.0,9.1
5754,6918,Jonas Hector,de GER,"MF,FW",Köln,de Bundesliga,30,1990,14.3,2,0,0,11,22,1,28,19,22,1.0,0.0,0,82.0,54.0,39.0,58.1
5755,6919,Michael Hector,jm JAM,DF,Fulham,eng Premier League,28,1992,2.9,2,0,0,5,3,0,0,0,2,0.0,0.0,0,19.0,6.0,4.0,60.0
5756,6920,Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,de Bundesliga,24,1996,5.1,2,0,0,12,11,2,4,1,2,0.0,0.0,0,15.0,5.0,11.0,31.3
5757,6921,Ahmed Hegazi,eg EGY,DF,West Brom,eng Premier League,29,1991,1.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,8.0,5.0,2.0,71.4
5758,6922,Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,26,1993,15.2,3,0,0,16,6,0,7,35,11,0.0,0.0,0,83.0,24.0,17.0,58.5
5759,6924,Jordan Henderson,eng ENG,"MF,DF",Liverpool,eng Premier League,30,1990,18.9,0,0,0,8,11,0,29,34,15,0.0,0.0,0,168.0,11.0,6.0,64.7
5760,6925,Jeff Hendrick,ie IRL,MF,Newcastle Utd,eng Premier League,28,1992,15.8,3,1,1,15,12,3,6,19,3,0.0,0.0,0,68.0,11.0,27.0,28.9
5761,6926,Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,de Bundesliga,23,1997,6.0,3,0,0,8,12,0,13,8,7,0.0,0.0,0,43.0,2.0,4.0,33.3
5762,6927,Dalbert Henrique,br BRA,DF,Rennes,fr Ligue 1,26,1993,4.1,3,0,0,9,3,0,12,5,6,0.0,0.0,0,22.0,7.0,4.0,63.6
5763,6928,Eduardo Henrique,br BRA,MF,Crotone,it Serie A,25,1995,10.3,4,0,0,18,14,1,3,7,2,0.0,0.0,0,54.0,9.0,19.0,32.1
5764,6929,Luis Henrique,br BRA,"FW,DF",Marseille,fr Ligue 1,18,2001,7.5,0,0,0,2,5,8,27,7,4,0.0,0.0,0,50.0,3.0,0.0,100.0
5765,6930,Christophe Hérelle,mq MTQ,DF,Brest,fr Ligue 1,27,1992,15.3,4,0,0,19,16,1,2,31,13,0.0,0.0,1,65.0,36.0,20.0,64.3
5766,6931,Jérôme Hergault,fr FRA,"DF,MF",Lorient,fr Ligue 1,34,1986,18.1,0,0,0,19,26,5,39,22,23,0.0,0.0,0,98.0,19.0,26.0,42.2
5767,6932,Mario Hermoso,es ESP,DF,Atlético Madrid,es La Liga,25,1995,28.6,6,0,0,30,30,3,8,36,31,0.0,0.0,1,151.0,33.0,38.0,46.5
5768,6933,Aridane Hernández,gq EQG,DF,Osasuna,es La Liga,31,1989,22.5,3,1,0,21,20,0,0,34,11,0.0,0.0,0,137.0,59.0,37.0,61.5
5769,6934,Lucas Hernández,fr FRA,DF,Bayern Munich,de Bundesliga,24,1996,17.7,4,0,0,16,31,0,47,19,31,1.0,1.0,0,104.0,39.0,21.0,65.0
