,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
1502,1802,Fabio Miretti,it ITA,"MF,FW",Juventus,it Serie A,18,2003,27,14,1234,13.7,0.0,0.15,0.0,0.15,0.18,0.27,0.18,0.27,43.0,19.0,44.2,18.0,41.9,50.66,1.09,7.96,25.26,18.18,3.28,50.66,3.14,1.39,1.31,29.78,147.23,78.47,2.41,1.53,0.44,2.99,1.9,34.74,6.2,3.51,0.51,2.26,0.36,0.36,0.36,0.15,0.0,0.44,0.0,0.0,0.0,0.07,0.0,364.0,511.0,71.2,5842.0,1673.0,192.0,236.0,81.4,135.0,170.0,79.4,25.0,60.0,41.7,0.15,0.09,0.09,0.05,1.17,2.85,1.24,0.29,4.38,37.3,35.18,1.97,0.44,0.15,0.36,2.04,0.36,0.95,0.36,0.51,0.0,26.57,0.15,1.39,1.46,0.36,0.0,0.0,0.12,-2.4,-2.4,33.3,0.15,0.0,0.0,1.75,1.97,0.29,0.29,0.8,0.07,0.0,5.4,0.73,1.46,1,0,0,1,0,0
1505,1805,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,25,1997,33,24,2318,25.8,0.27,0.47,0.27,0.47,0.31,0.56,0.31,0.56,129.0,58.0,45.0,55.0,42.6,50.85,0.7,5.66,18.06,27.75,6.86,50.85,5.0,2.25,2.13,34.53,266.74,148.37,5.54,3.18,3.29,2.33,1.28,38.22,10.08,4.2,0.58,3.02,0.04,0.7,0.19,0.16,0.08,0.39,0.0,0.08,0.08,0.04,0.0,780.0,977.0,79.8,10673.0,2356.0,507.0,570.0,88.9,214.0,268.0,79.9,30.0,53.0,56.6,0.19,0.25,0.19,-0.05,1.59,1.74,1.09,0.04,3.49,37.87,36.9,0.74,0.0,0.16,0.12,1.59,0.62,0.12,0.0,0.0,0.0,30.23,0.23,1.28,2.02,0.82,0.13,0.33,0.16,-1.1,-1.1,48.6,0.0,0.0,0.0,1.12,1.05,0.23,0.66,1.05,0.04,0.0,4.65,0.7,0.74,1,1,0,0,0,0
1512,1814,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,24,1997,36,18,1939,21.5,0.37,0.46,0.37,0.46,0.34,0.42,0.34,0.42,39.0,21.0,53.8,15.0,38.5,28.23,1.72,2.98,12.05,13.4,4.98,28.23,1.81,0.98,0.7,16.51,91.72,25.67,0.6,0.6,0.51,2.47,1.07,18.98,5.07,1.72,0.28,1.02,0.0,0.14,0.37,0.19,0.0,0.19,0.0,0.0,0.05,0.05,0.0,215.0,351.0,61.3,3003.0,648.0,116.0,183.0,63.4,65.0,95.0,68.4,15.0,24.0,62.5,0.09,0.08,0.05,0.01,0.7,0.79,0.23,0.05,1.02,16.33,15.26,1.07,0.0,0.05,0.05,0.47,0.05,0.0,0.0,0.0,0.0,10.0,0.0,0.93,2.69,1.11,0.14,0.33,0.13,0.7,0.7,46.6,0.05,0.0,0.0,2.0,1.3,0.6,0.47,0.6,0.05,0.0,2.23,3.53,4.05,1,0,0,0,1,0
1518,1824,Monchu,es ESP,MF,Valladolid,es La Liga,22,1999,33,23,2031,22.6,0.13,0.22,0.13,0.22,0.11,0.2,0.11,0.2,20.0,10.0,50.0,7.0,35.0,56.46,2.12,14.12,30.66,11.95,1.06,56.46,0.88,0.44,0.31,28.14,123.63,55.4,0.75,0.8,0.13,1.5,0.66,33.14,1.11,3.24,0.22,1.86,0.84,0.0,0.27,0.18,0.09,0.13,0.04,0.0,0.04,0.0,0.0,833.0,1054.0,79.0,16192.0,4815.0,369.0,410.0,90.0,303.0,375.0,80.8,144.0,231.0,62.3,0.09,0.09,0.08,0.0,1.11,4.34,0.22,0.09,4.91,46.64,40.62,5.66,3.54,0.22,1.02,3.36,0.04,2.04,0.4,1.24,0.04,36.86,0.35,0.44,1.73,0.44,0.08,0.3,0.06,0.5,0.5,36.7,0.44,0.0,0.0,2.04,1.24,0.04,0.8,1.28,0.0,0.04,5.27,0.8,1.37,1,0,1,0,0,0
1519,1825,César Montes,mx MEX,DF,Espanyol,es La Liga,25,1997,20,18,1590,17.7,0.17,0.17,0.17,0.17,0.05,0.05,0.05,0.05,5.0,2.0,40.0,3.0,60.0,55.88,8.7,28.87,23.84,3.73,1.64,55.88,0.28,0.11,0.17,28.19,133.62,84.01,0.73,0.28,0.0,0.28,0.17,31.13,0.23,0.57,0.11,0.34,0.06,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,624.0,799.0,78.1,12344.0,4658.0,223.0,251.0,88.8,312.0,367.0,85.0,81.0,158.0,51.3,0.0,0.0,0.04,0.0,0.0,2.6,0.06,0.06,2.32,45.14,41.41,3.56,2.2,0.06,0.68,0.06,0.4,0.0,0.0,0.0,0.0,35.25,0.17,0.68,0.74,0.34,0.23,0.5,0.07,2.1,2.1,64.2,0.34,0.0,0.0,1.02,0.34,0.06,0.79,0.51,0.0,0.06,5.14,3.84,2.15,1,0,1,0,0,0
1523,1830,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,29,1992,27,12,1279,14.2,0.28,0.28,0.28,0.28,0.31,0.33,0.31,0.33,13.0,2.0,15.4,7.0,53.8,36.76,2.54,4.15,20.14,12.54,3.45,36.76,0.92,0.14,0.49,17.75,66.2,21.27,0.7,0.56,0.14,2.96,2.18,27.89,3.94,1.26,0.14,0.99,0.0,0.07,0.0,0.21,0.0,0.14,0.0,0.0,0.0,0.0,0.0,212.0,360.0,58.9,2944.0,495.0,119.0,193.0,61.7,62.0,95.0,65.3,11.0,20.0,55.0,0.0,0.02,0.04,-0.02,0.35,1.13,0.42,0.0,1.62,25.35,23.73,1.62,0.07,0.0,0.07,0.49,0.0,0.0,0.0,0.0,0.0,14.93,0.0,0.85,1.62,0.56,0.17,0.5,0.19,-0.4,-0.4,53.1,0.07,0.0,0.0,1.83,2.11,0.07,0.07,0.77,0.0,0.0,1.83,4.79,4.23,1,1,0,0,0,0
1532,1841,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,19,2003,24,10,1011,11.2,0.0,0.18,0.0,0.18,0.11,0.19,0.11,0.19,30.0,12.0,40.0,10.0,33.3,58.39,1.61,10.98,30.27,17.59,1.34,58.39,2.68,1.07,0.89,34.2,169.2,78.84,1.43,1.16,0.18,1.88,1.16,39.73,2.68,3.11,0.27,2.5,0.09,0.18,0.09,0.18,0.09,0.18,0.0,0.0,0.0,0.0,0.09,403.0,501.0,80.4,6210.0,1890.0,222.0,259.0,85.7,142.0,169.0,84.0,27.0,39.0,69.2,0.18,0.09,0.1,0.09,1.07,4.73,1.07,0.18,5.98,44.73,43.84,0.71,0.36,0.36,0.27,0.36,0.27,0.0,0.0,0.0,0.0,35.98,0.18,0.89,1.87,0.45,0.0,0.0,0.06,-1.2,-1.2,49.0,0.54,0.18,0.09,2.86,2.95,0.0,0.36,1.43,0.0,0.0,6.7,2.23,2.32,1,0,1,0,0,0
1533,1844,Nikola Moro,hr CRO,MF,Bologna,it Serie A,24,1998,26,12,1226,13.6,0.07,0.44,0.07,0.44,0.06,0.22,0.06,0.22,26.0,18.0,69.2,7.0,26.9,68.46,2.13,15.44,40.37,13.31,1.32,68.46,1.91,1.32,0.51,40.66,193.16,86.76,1.76,1.62,0.07,0.96,0.66,48.09,2.57,3.59,0.44,3.16,0.0,0.29,0.07,0.07,0.0,0.37,0.0,0.07,0.0,0.0,0.0,643.0,806.0,79.8,11678.0,3780.0,284.0,341.0,83.3,259.0,302.0,85.8,91.0,126.0,72.2,0.37,0.16,0.1,0.21,1.32,6.25,0.96,0.22,7.5,59.26,57.57,1.4,0.88,0.29,0.74,1.32,0.51,0.0,0.0,0.0,0.0,47.28,0.29,1.32,1.54,0.22,0.05,0.33,0.04,0.2,0.2,64.5,0.07,0.0,0.0,1.1,0.81,0.07,0.59,1.54,0.0,0.0,7.13,1.47,0.81,1,0,0,1,0,0
1536,1847,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,24,1998,29,21,1912,21.2,0.24,0.28,0.24,0.28,0.24,0.34,0.24,0.34,73.0,35.0,47.9,25.0,34.2,39.39,1.18,3.58,19.1,17.17,4.43,39.39,3.44,1.65,1.18,24.48,167.12,66.51,3.11,1.65,1.46,3.58,1.7,30.14,7.83,2.68,0.38,1.98,0.0,0.24,0.28,0.19,0.0,0.09,0.0,0.14,0.05,0.09,0.0,425.0,610.0,69.7,6145.0,958.0,240.0,299.0,80.3,138.0,194.0,71.1,21.0,35.0,60.0,0.05,0.1,0.08,-0.05,1.27,0.99,0.66,0.24,1.6,28.77,27.12,1.56,0.09,0.05,0.14,2.12,0.24,0.0,0.0,0.0,0.0,20.05,0.09,1.6,1.32,0.52,0.18,0.45,0.18,-0.1,-0.1,35.5,0.09,0.0,0.0,0.94,1.56,0.61,0.28,0.33,0.09,0.0,2.83,1.56,2.83,1,0,0,1,0,0
1538,1849,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,17,2004,26,11,1141,12.7,0.55,0.79,0.55,0.79,0.5,0.65,0.5,0.65,45.0,17.0,37.8,26.0,57.8,27.24,0.08,1.89,10.79,15.04,4.88,27.24,3.54,1.34,2.05,16.46,87.48,33.07,0.71,0.55,0.47,2.36,1.57,16.93,4.8,2.29,0.55,1.5,0.0,0.55,0.16,0.08,0.0,0.39,0.0,0.16,0.0,0.0,0.0,142.0,202.0,70.3,1813.0,340.0,72.0,92.0,78.3,38.0,48.0,79.2,8.0,12.0,66.7,0.24,0.14,0.08,0.09,0.94,0.47,0.63,0.16,0.87,15.91,13.86,1.97,0.0,0.08,0.08,0.39,0.08,0.0,0.0,0.0,0.0,11.18,0.08,0.87,2.76,1.5,0.2,0.37,0.18,0.6,0.6,55.6,0.0,0.0,0.0,0.63,0.63,0.08,0.16,0.55,0.0,0.0,2.83,0.39,0.31,1,0,0,0,0,1
1552,1864,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24,1998,16,9,922,10.2,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,9.0,5.0,55.6,4.0,44.4,48.33,5.78,24.31,22.65,1.86,0.78,48.33,0.88,0.49,0.39,26.27,130.2,63.33,0.49,0.59,0.0,0.39,0.49,26.47,0.1,0.59,0.0,0.39,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,390.0,76.7,6424.0,1975.0,73.0,82.0,89.0,180.0,202.0,89.1,45.0,99.0,45.5,0.0,0.0,0.01,0.0,0.1,1.76,0.1,0.1,1.86,38.24,36.27,1.86,1.47,0.0,0.39,0.29,0.39,0.0,0.0,0.0,0.0,29.31,0.1,0.29,0.59,0.1,0.0,0.0,0.07,-0.4,-0.4,41.9,0.2,0.0,0.0,0.69,0.78,0.0,0.88,0.88,0.0,0.0,5.29,1.27,1.76,1,0,1,0,0,0
1597,1916,M'Baye Niang,sn SEN,FW,Auxerre,fr Ligue 1,27,1994,30,17,1482,16.5,0.36,0.36,0.18,0.18,0.44,0.47,0.3,0.33,41.0,9.0,22.0,27.0,65.9,32.67,1.76,2.91,16.91,13.15,4.12,32.48,2.48,0.55,1.64,20.85,118.18,36.67,1.03,1.09,0.73,4.36,1.27,24.0,5.27,1.34,0.18,0.85,0.0,0.0,0.3,0.18,0.0,0.06,0.0,0.0,0.06,0.06,0.0,188.0,297.0,63.3,2848.0,688.0,100.0,147.0,68.0,66.0,96.0,68.8,12.0,21.0,57.1,0.0,0.04,0.04,-0.04,0.42,0.79,0.42,0.06,1.82,18.0,15.76,2.24,0.06,0.0,0.06,0.48,0.24,0.0,0.0,0.0,0.0,11.39,0.0,1.21,2.19,0.73,0.08,0.25,0.14,-1.2,-1.9,51.1,0.12,0.12,0.0,2.61,2.55,0.48,0.06,0.42,0.0,0.06,2.24,4.12,3.94,1,0,0,0,1,0
1598,1917,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,20,2002,19,16,1366,15.2,0.07,0.07,0.07,0.07,0.03,0.03,0.03,0.03,12.0,10.0,83.3,2.0,16.7,58.82,4.8,24.21,32.76,2.3,0.72,58.82,0.79,0.66,0.13,35.99,159.74,90.99,0.26,0.39,0.0,0.26,0.2,41.25,0.0,0.66,0.0,0.46,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,676.0,772.0,87.6,12120.0,4079.0,255.0,280.0,91.1,378.0,403.0,93.8,39.0,73.0,53.4,0.0,0.0,0.01,0.0,0.07,3.82,0.0,0.0,4.34,50.79,49.21,1.45,1.32,0.07,0.2,0.07,0.07,0.0,0.0,0.0,0.0,44.47,0.13,0.33,0.4,0.07,0.17,1.0,0.08,0.5,0.5,74.4,0.07,0.07,0.0,0.86,0.92,0.0,1.05,0.99,0.0,0.0,4.8,2.11,0.72,1,0,1,0,0,0
1599,1918,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,25,1997,34,34,2995,33.3,0.0,0.06,0.0,0.06,0.04,0.06,0.04,0.06,15.0,9.0,60.0,3.0,20.0,63.96,9.85,33.72,28.83,1.65,0.99,63.96,0.45,0.27,0.09,45.05,252.76,143.84,0.63,0.27,0.06,0.21,0.18,40.63,0.12,0.36,0.09,0.33,0.0,0.0,0.03,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1484.0,1763.0,84.2,29502.0,11304.0,479.0,556.0,86.2,790.0,870.0,90.8,188.0,289.0,65.1,0.06,0.02,0.02,0.04,0.15,2.43,0.09,0.0,3.42,52.94,51.68,1.2,1.11,0.0,0.6,0.0,0.09,0.0,0.0,0.0,0.0,44.56,0.06,0.3,0.39,0.21,0.0,0.0,0.09,-1.2,-1.2,73.9,0.21,0.03,0.03,0.9,0.84,0.03,1.5,0.63,0.0,0.03,5.65,3.48,1.23,1,0,0,0,1,0
1604,1925,Rasmus Nissen,dk DEN,DF,Leeds United,eng Premier League,25,1997,26,21,1960,21.8,0.14,0.18,0.14,0.18,0.04,0.09,0.04,0.09,15.0,7.0,46.7,7.0,46.7,58.53,4.13,21.56,24.27,12.94,1.06,58.53,0.69,0.32,0.32,25.14,79.13,38.21,0.69,0.46,0.18,0.28,0.23,29.04,3.21,1.61,0.14,1.38,0.05,0.09,0.05,0.0,0.05,0.09,0.0,0.05,0.0,0.0,0.0,740.0,1044.0,70.9,12326.0,5355.0,364.0,435.0,83.7,310.0,410.0,75.6,52.0,134.0,38.8,0.05,0.05,0.04,0.0,0.41,2.89,0.73,0.09,4.08,47.89,39.5,8.3,0.32,0.0,0.14,1.61,7.98,0.0,0.0,0.0,0.0,33.94,0.09,1.74,0.6,0.23,0.23,0.6,0.06,2.2,2.2,55.7,0.18,0.0,0.0,0.87,0.28,0.05,1.61,1.61,0.0,0.0,5.46,1.56,1.24,1,1,0,0,0,0
1606,1927,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,23,1999,30,9,1089,12.1,0.33,0.41,0.33,0.41,0.68,0.78,0.68,0.78,34.0,15.0,44.1,13.0,38.2,33.64,0.83,2.89,12.98,18.26,7.19,33.64,2.81,1.24,1.07,21.4,139.01,49.83,2.64,1.32,1.82,2.48,1.65,25.21,6.78,2.4,0.25,1.16,0.0,0.5,0.5,0.25,0.0,0.17,0.0,0.0,0.0,0.08,0.0,205.0,255.0,80.4,2894.0,350.0,131.0,151.0,86.8,58.0,69.0,84.1,9.0,12.0,75.0,0.08,0.11,0.11,-0.02,0.74,0.74,0.5,0.0,1.24,21.07,19.09,1.98,0.0,0.0,0.08,0.41,0.0,0.0,0.0,0.0,0.0,16.94,0.0,0.91,3.39,1.16,0.1,0.29,0.2,-4.2,-4.2,24.4,0.25,0.0,0.0,2.48,2.07,0.66,0.08,0.74,0.08,0.0,2.48,0.83,2.56,1,1,0,0,0,0
1608,1929,Felix Nmecha,de GER,MF,Wolfsburg,de Bundesliga,21,2000,30,19,1836,20.4,0.15,0.39,0.15,0.39,0.13,0.3,0.13,0.3,46.0,26.0,56.5,13.0,28.3,47.4,1.86,8.97,26.27,12.65,1.96,47.4,2.25,1.27,0.64,26.47,115.49,60.54,1.13,1.08,0.1,2.01,0.64,30.15,2.65,2.45,0.34,1.86,0.0,0.15,0.15,0.2,0.1,0.29,0.0,0.0,0.0,0.05,0.0,534.0,706.0,75.6,9025.0,2662.0,249.0,311.0,80.1,218.0,264.0,82.6,50.0,82.0,61.0,0.25,0.16,0.08,0.08,0.98,3.43,0.54,0.05,4.22,34.61,33.87,0.49,0.1,0.39,0.44,0.34,0.15,0.0,0.0,0.0,0.0,26.18,0.25,0.69,1.81,0.44,0.08,0.33,0.07,0.3,0.3,59.5,0.15,0.0,0.0,1.42,1.86,0.05,1.23,1.18,0.05,0.0,5.74,2.16,1.47,1,0,0,0,0,1
1612,1933,Riad Nouri,fr FRA,"MF,FW",Ajaccio,fr Ligue 1,37,1985,33,16,1693,18.8,0.05,0.11,0.05,0.11,0.13,0.24,0.08,0.2,38.0,13.0,34.2,22.0,57.9,41.54,0.9,5.59,20.16,16.22,1.38,41.49,2.02,0.69,1.17,30.48,179.73,65.05,1.76,1.54,0.32,1.6,0.96,27.93,7.66,2.13,0.05,1.17,0.59,0.0,0.27,0.11,0.0,0.05,0.0,0.0,0.0,0.0,0.0,425.0,627.0,67.8,6625.0,2227.0,225.0,288.0,78.1,150.0,208.0,72.1,31.0,82.0,37.8,0.05,0.12,0.12,-0.06,1.33,1.76,0.74,0.64,2.07,33.35,30.69,2.39,1.01,0.0,0.16,4.57,0.59,0.8,0.05,0.64,0.0,22.61,0.27,1.44,0.85,0.21,0.06,0.25,0.1,-1.4,-0.6,43.3,0.16,0.0,0.0,0.85,0.8,0.37,0.8,0.64,0.0,0.0,4.47,0.69,0.9,1,0,0,0,1,0
1615,1939,Matheus Nunes,pt POR,MF,Wolves,eng Premier League,23,1998,34,30,2467,27.4,0.04,0.07,0.04,0.07,0.09,0.17,0.09,0.17,85.0,44.0,51.8,28.0,32.9,49.42,2.34,11.86,23.94,14.49,1.9,49.42,3.1,1.61,1.02,31.06,201.2,96.35,2.15,1.97,0.36,1.5,1.42,34.42,4.71,2.15,0.18,1.79,0.07,0.15,0.07,0.07,0.0,0.11,0.0,0.07,0.0,0.0,0.0,818.0,1028.0,79.6,15035.0,2954.0,387.0,451.0,85.8,290.0,339.0,85.5,119.0,173.0,68.8,0.04,0.08,0.05,-0.04,0.99,2.55,0.69,0.26,3.07,37.52,36.28,1.13,0.51,0.22,1.2,1.57,0.29,0.33,0.11,0.15,0.0,29.85,0.11,0.84,1.02,0.33,0.04,0.11,0.09,-1.4,-1.4,42.3,0.07,0.04,0.0,1.35,1.79,0.07,0.58,1.57,0.0,0.04,5.62,0.8,1.09,1,1,0,0,0,0
1616,1940,Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,23,1999,29,19,1695,18.8,0.48,0.64,0.48,0.64,0.64,0.93,0.64,0.93,44.0,18.0,40.9,19.0,43.2,33.67,0.64,2.71,9.52,21.91,8.19,33.67,2.34,0.96,1.01,20.59,148.67,74.89,3.24,1.76,1.65,2.18,1.44,26.12,9.63,2.87,0.16,1.86,0.05,0.21,0.37,0.37,0.0,0.11,0.0,0.0,0.0,0.05,0.0,258.0,401.0,64.3,3922.0,852.0,130.0,184.0,70.7,80.0,117.0,68.4,21.0,30.0,70.0,0.16,0.29,0.15,-0.13,1.49,0.59,0.64,0.05,1.54,21.33,20.53,0.59,0.0,0.11,0.43,0.96,0.43,0.05,0.0,0.0,0.0,13.72,0.21,1.17,4.46,1.86,0.11,0.26,0.14,-3.1,-3.1,41.4,0.05,0.05,0.0,1.33,0.9,0.9,0.16,0.27,0.05,0.0,2.34,1.91,2.71,1,1,0,0,0,0
1624,1952,Brian Ocampo,uy URU,"MF,FW",Cádiz,es La Liga,23,1999,18,15,1119,12.4,0.08,0.16,0.08,0.16,0.04,0.18,0.04,0.18,45.0,19.0,42.2,18.0,40.0,39.76,0.97,7.34,15.48,18.39,1.53,39.76,3.63,1.53,1.45,26.61,190.24,105.0,3.23,2.34,0.81,2.42,2.26,28.15,6.53,3.22,0.4,2.34,0.32,0.4,0.0,0.16,0.0,0.24,0.0,0.16,0.0,0.0,0.0,274.0,369.0,74.3,3846.0,1051.0,177.0,207.0,85.5,61.0,86.0,70.9,22.0,41.0,53.7,0.08,0.14,0.14,-0.06,1.29,1.05,1.21,0.48,1.77,29.76,27.26,2.18,0.4,0.0,0.24,2.74,0.4,1.37,0.89,0.24,0.08,22.1,0.32,0.89,1.05,0.16,0.08,0.5,0.04,0.5,0.5,35.0,0.16,0.0,0.0,2.58,2.18,0.16,0.24,1.21,0.0,0.0,7.42,0.56,1.05,1,0,1,0,0,0
1626,1955,Wilson Odobert,fr FRA,"MF,FW",Troyes,fr Ligue 1,17,2004,32,19,1764,19.6,0.2,0.31,0.2,0.31,0.13,0.23,0.13,0.23,95.0,33.0,34.7,57.0,60.0,39.03,0.56,5.71,16.58,18.01,2.65,39.03,4.85,1.68,2.91,31.12,263.27,129.08,3.67,2.5,1.28,2.4,1.38,28.78,6.73,3.16,0.41,2.35,0.2,0.31,0.1,0.05,0.15,0.31,0.0,0.0,0.1,0.0,0.0,408.0,538.0,75.8,6175.0,1444.0,226.0,281.0,80.4,134.0,175.0,76.6,26.0,37.0,70.3,0.1,0.09,0.07,0.01,1.17,1.38,0.66,0.26,2.4,27.45,25.92,1.33,0.1,0.15,0.15,1.73,0.31,0.82,0.46,0.0,0.0,20.82,0.2,1.07,1.38,0.71,0.15,0.29,0.1,1.4,1.4,25.0,0.0,0.0,0.0,0.46,0.82,0.1,0.77,0.71,0.0,0.0,3.78,0.36,1.07,1,0,0,0,1,0
1634,1963,Caleb Okoli,it ITA,DF,Atalanta,it Serie A,21,2001,17,9,960,10.7,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,1.0,0.0,0.0,1.0,100.0,55.89,5.79,30.65,21.4,4.49,1.12,55.89,0.09,0.0,0.09,24.77,98.97,43.27,0.37,0.47,0.0,1.12,0.47,26.73,1.12,0.19,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,345.0,458.0,75.3,5887.0,2267.0,156.0,190.0,82.1,151.0,189.0,79.9,28.0,49.0,57.1,0.0,0.0,0.01,0.0,0.0,1.03,0.19,0.0,1.78,42.8,39.16,3.46,1.68,0.0,0.28,0.19,1.59,0.0,0.0,0.0,0.0,32.24,0.19,0.75,0.66,0.19,0.0,0.0,0.06,-0.5,-0.5,63.2,0.28,0.0,0.0,1.4,0.75,0.0,2.8,1.59,0.0,0.0,6.17,4.02,2.34,1,0,0,1,0,0
1641,1970,Lucas Oliveira Rosa,br BRA,DF,Valladolid,es La Liga,22,2000,17,11,931,10.3,0.0,0.1,0.0,0.1,0.03,0.13,0.03,0.13,21.0,9.0,42.9,10.0,47.6,55.53,2.43,16.31,21.17,18.54,0.97,55.53,2.04,0.87,0.97,25.53,157.96,73.88,2.33,1.65,0.68,1.26,0.68,26.21,5.92,1.84,0.1,1.26,0.39,0.0,0.0,0.19,0.0,0.1,0.0,0.0,0.0,0.0,0.0,315.0,437.0,72.1,4864.0,1535.0,166.0,189.0,87.8,121.0,165.0,73.3,19.0,47.0,40.4,0.1,0.1,0.07,0.0,0.97,0.78,1.07,0.68,2.14,42.43,32.23,10.1,0.49,0.1,0.1,3.59,9.61,0.0,0.0,0.0,0.0,30.58,0.1,1.46,0.58,0.1,0.0,0.0,0.06,-0.4,-0.4,55.6,0.29,0.0,0.0,1.84,1.07,0.1,1.46,1.75,0.0,0.0,5.34,1.46,1.17,1,0,1,0,0,0
1645,1977,Ado Onaiwu,jp JPN,FW,Toulouse,fr Ligue 1,26,1995,34,9,1082,12.0,0.17,0.25,0.17,0.25,0.13,0.23,0.13,0.23,15.0,6.0,40.0,8.0,53.3,36.5,0.58,3.5,16.83,16.5,2.92,36.5,1.25,0.5,0.67,27.83,150.83,51.58,0.92,0.92,0.5,2.0,2.17,29.58,7.17,1.66,0.08,1.5,0.0,0.0,0.0,0.17,0.0,0.08,0.0,0.0,0.0,0.0,0.0,252.0,337.0,74.8,3501.0,718.0,145.0,187.0,77.5,78.0,100.0,78.0,10.0,15.0,66.7,0.08,0.09,0.12,-0.01,0.67,1.58,0.83,0.08,2.5,28.08,27.33,0.58,0.08,0.17,0.25,0.42,0.17,0.0,0.0,0.0,0.0,21.0,0.17,1.33,1.58,0.33,0.11,0.5,0.09,0.4,0.4,49.3,0.0,0.0,0.0,1.25,1.25,0.25,0.17,0.5,0.0,0.0,2.92,3.08,3.17,1,0,0,0,1,0
